@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute '' numeric

@data
398,'2024/04/07 20:54:06:103',1,0.395943,0.403627,0.412362,0.432987,0.467431,0.50967,0.550884,0.591999,0.629343,0.661039,0.691474,0.71972,0.737233,0.747415,0.753508,0.757876,0.437532,0.466099,0.503116,0.542128,0.576472,0.634093,0.664432,0.697038,0.724648,0.741786,0.606825,0.60899,0.611902,0.614461,0.56698,0.587097,0.607532,0.624724,0.640683,0.486187,0.508935,0.530443,0.550268,0.530463,0.508549,0.644047,0.664684,0.684238,0.702863,0.684828,0.665197,0.513443,0.550843,0.584941,0.602997,0.62206,0.647177,0.671336,0.646119,0.621249,0.601446,0.58146,0.548388,0.524015,0.583628,0.602117,0.621454,0.661923,0.621437,0.601941,1
399,'2024/04/07 20:54:06:136',1,0.396763,0.405941,0.415119,0.435713,0.471131,0.512969,0.553647,0.594869,0.63209,0.662957,0.69445,0.722272,0.738908,0.748534,0.75447,0.759924,0.435795,0.463834,0.501241,0.539634,0.574633,0.634311,0.664906,0.69773,0.72657,0.744802,0.607243,0.609722,0.612857,0.615359,0.567641,0.588166,0.609598,0.627272,0.643107,0.48263,0.504904,0.526898,0.548157,0.527449,0.504678,0.645016,0.666108,0.687437,0.706743,0.687925,0.666836,0.515216,0.551808,0.585957,0.604156,0.622934,0.648769,0.671931,0.648297,0.622476,0.602997,0.583175,0.549223,0.525552,0.585068,0.603297,0.622368,0.661837,0.622558,0.603278,1
400,'2024/04/07 20:54:06:169',1,0.394461,0.401887,0.411635,0.434273,0.469964,0.511798,0.551779,0.593375,0.631013,0.663213,0.69439,0.72251,0.741053,0.751612,0.756921,0.761707,0.43676,0.463982,0.501808,0.541316,0.576438,0.632671,0.664312,0.699095,0.72824,0.745929,0.608158,0.610581,0.613593,0.616093,0.566758,0.587338,0.609329,0.627836,0.64417,0.486304,0.508831,0.529839,0.549628,0.529924,0.508714,0.646073,0.66651,0.686371,0.704688,0.686763,0.66731,0.515799,0.552324,0.58692,0.604369,0.623578,0.649565,0.671853,0.64746,0.621702,0.601501,0.582053,0.549137,0.526417,0.586057,0.603574,0.622964,0.661848,0.621983,0.602266,1
401,'2024/04/07 20:54:06:202',1,0.393724,0.402407,0.412489,0.43455,0.470606,0.513622,0.55405,0.594163,0.630775,0.660964,0.691441,0.718798,0.73583,0.745775,0.750897,0.754836,0.43533,0.462624,0.499279,0.537855,0.572266,0.638233,0.667902,0.69937,0.725682,0.742796,0.608104,0.610896,0.614509,0.617652,0.570637,0.590697,0.611351,0.628608,0.643914,0.484513,0.506666,0.528512,0.549098,0.528259,0.506097,0.646168,0.666068,0.686287,0.705006,0.686948,0.666974,0.516521,0.55381,0.588669,0.606635,0.62447,0.648862,0.671579,0.648211,0.623553,0.60402,0.584381,0.550612,0.526538,0.587567,0.605729,0.624038,0.661224,0.623839,0.604991,1
402,'2024/04/07 20:54:06:235',1,0.393187,0.401968,0.411561,0.433123,0.46892,0.511103,0.550531,0.590546,0.627053,0.657782,0.688834,0.71685,0.73403,0.74369,0.748546,0.752264,0.438141,0.465514,0.502338,0.541335,0.57648,0.632225,0.661128,0.693454,0.720857,0.737678,0.606898,0.609794,0.61353,0.6165,0.568298,0.588903,0.6102,0.627653,0.642606,0.48501,0.507524,0.528459,0.548573,0.528442,0.507044,0.642762,0.662667,0.681969,0.700435,0.682385,0.663345,0.514035,0.550997,0.586569,0.604389,0.62322,0.647539,0.668307,0.646269,0.621563,0.601443,0.581929,0.547498,0.523817,0.585327,0.603474,0.622348,0.659221,0.622031,0.602475,1
403,'2024/04/07 20:54:06:268',1,0.395713,0.40384,0.41332,0.434085,0.469328,0.511012,0.551433,0.592095,0.628895,0.66122,0.692566,0.72019,0.737645,0.747402,0.753441,0.758564,0.4366,0.464828,0.502068,0.540135,0.575306,0.633581,0.664306,0.697468,0.725601,0.743661,0.607547,0.609715,0.612609,0.615057,0.56753,0.588079,0.60979,0.628064,0.644018,0.484205,0.506595,0.528299,0.549217,0.528473,0.506125,0.646496,0.666571,0.686487,0.705431,0.687417,0.667644,0.514903,0.551923,0.586342,0.604275,0.621941,0.64809,0.671685,0.646576,0.620449,0.601354,0.581785,0.548424,0.525067,0.585244,0.603425,0.621525,0.661801,0.620511,0.602059,1
404,'2024/04/07 20:54:06:301',1,0.397559,0.405323,0.415366,0.437523,0.473365,0.514053,0.551776,0.59113,0.62817,0.661226,0.694012,0.723363,0.741686,0.751034,0.754841,0.758501,0.435506,0.462911,0.501592,0.542686,0.579836,0.63162,0.661227,0.695242,0.725229,0.744188,0.60789,0.610042,0.613096,0.615388,0.568591,0.588826,0.609969,0.627109,0.64307,0.486356,0.508972,0.53044,0.551216,0.531039,0.508862,0.64633,0.667049,0.686713,0.705446,0.687319,0.667733,0.515078,0.551737,0.587058,0.605065,0.623725,0.64892,0.672893,0.648341,0.622831,0.602762,0.582868,0.548359,0.525601,0.586285,0.604304,0.623251,0.662173,0.62303,0.603479,1
405,'2024/04/07 20:54:06:334',1,0.395972,0.403104,0.411961,0.433611,0.469575,0.51049,0.551074,0.59174,0.629514,0.663021,0.694898,0.721733,0.738247,0.747577,0.753857,0.758973,0.436047,0.464183,0.501324,0.539646,0.575239,0.634571,0.66492,0.697906,0.725697,0.744014,0.606637,0.609297,0.612579,0.615537,0.567123,0.587721,0.609759,0.627762,0.643731,0.484096,0.50722,0.52853,0.548962,0.528083,0.506595,0.646391,0.667909,0.68705,0.705309,0.687658,0.668293,0.516417,0.554219,0.587936,0.606024,0.62477,0.650359,0.672414,0.649033,0.623524,0.603701,0.584118,0.551417,0.527031,0.586928,0.605178,0.624145,0.662481,0.623449,0.604151,1
406,'2024/04/07 20:54:06:367',1,0.39342,0.401662,0.410691,0.431033,0.466704,0.508544,0.548916,0.58945,0.627682,0.660636,0.692891,0.720221,0.736691,0.745425,0.751277,0.756938,0.433793,0.461277,0.498464,0.537516,0.572855,0.632071,0.662729,0.696229,0.724997,0.743163,0.605669,0.608066,0.611101,0.613675,0.56546,0.586028,0.608051,0.626571,0.643043,0.482619,0.504718,0.526141,0.547236,0.525834,0.503914,0.64478,0.665277,0.685817,0.704591,0.685919,0.665619,0.513249,0.550262,0.584855,0.602924,0.62152,0.646524,0.669502,0.645734,0.620354,0.600836,0.581363,0.547372,0.522337,0.583592,0.602025,0.620809,0.660666,0.620518,0.601608,1
407,'2024/04/07 20:54:06:399',1,0.394977,0.402963,0.412449,0.433099,0.468012,0.508794,0.547981,0.588817,0.627469,0.660292,0.691806,0.719813,0.738495,0.74933,0.756753,0.762563,0.434973,0.462787,0.500477,0.538777,0.575726,0.635227,0.665799,0.699043,0.727321,0.745591,0.607386,0.609332,0.612098,0.614452,0.564844,0.58569,0.607837,0.626539,0.64319,0.483839,0.506381,0.528439,0.548751,0.528096,0.505482,0.646507,0.666898,0.687373,0.706216,0.687612,0.666998,0.514137,0.55019,0.584611,0.603144,0.62195,0.646692,0.670049,0.644845,0.620147,0.599792,0.579659,0.546874,0.524556,0.583492,0.602154,0.621392,0.660256,0.620215,0.600556,1
408,'2024/04/07 20:54:06:434',1,0.396808,0.406307,0.416147,0.437967,0.472884,0.512981,0.554459,0.595092,0.631215,0.662135,0.693475,0.720403,0.737292,0.746585,0.751922,0.757115,0.434755,0.461116,0.498268,0.538308,0.574981,0.634625,0.664972,0.697708,0.72652,0.744362,0.607618,0.610189,0.613617,0.616551,0.569121,0.588916,0.610599,0.627885,0.643666,0.484849,0.506861,0.527916,0.549563,0.528529,0.506755,0.646319,0.667132,0.686419,0.705336,0.686523,0.667407,0.51811,0.554943,0.588827,0.607749,0.625292,0.649157,0.669221,0.647794,0.62464,0.605828,0.585958,0.552858,0.52869,0.588079,0.607025,0.625055,0.658919,0.624803,0.606342,1
409,'2024/04/07 20:54:06:466',1,0.392881,0.401731,0.412238,0.435039,0.472127,0.513324,0.554196,0.595982,0.632295,0.664173,0.69483,0.720863,0.737644,0.746517,0.751626,0.756233,0.436033,0.463973,0.501082,0.540402,0.575462,0.631162,0.661608,0.694793,0.724102,0.742455,0.607097,0.609559,0.612784,0.615601,0.567188,0.588198,0.610048,0.627627,0.643702,0.483659,0.50652,0.52805,0.548481,0.52797,0.506003,0.645095,0.665835,0.685734,0.704481,0.686517,0.666697,0.515444,0.553503,0.587695,0.606837,0.625143,0.650672,0.673097,0.650431,0.62526,0.605403,0.58466,0.551107,0.526133,0.58687,0.606193,0.624922,0.662581,0.624745,0.605404,1
410,'2024/04/07 20:54:06:499',1,0.391756,0.400571,0.411126,0.43412,0.470392,0.511973,0.551663,0.593348,0.630337,0.661918,0.693725,0.721381,0.738576,0.747568,0.75317,0.75777,0.435031,0.462732,0.499984,0.539037,0.575209,0.633767,0.664165,0.69656,0.725064,0.743236,0.607154,0.609739,0.612913,0.61582,0.568574,0.589137,0.610161,0.627197,0.64256,0.483945,0.507335,0.528907,0.548621,0.529023,0.506883,0.646347,0.667644,0.687337,0.705228,0.687501,0.667896,0.515042,0.552793,0.587242,0.606137,0.625389,0.650427,0.672157,0.64902,0.623857,0.603647,0.582831,0.549959,0.52608,0.586173,0.605251,0.624745,0.661505,0.624068,0.604256,1
411,'2024/04/07 20:54:06:533',1,0.394428,0.402444,0.412581,0.434421,0.47084,0.512212,0.551303,0.590687,0.627706,0.658926,0.691163,0.719821,0.737941,0.749098,0.755258,0.760992,0.44063,0.470488,0.507042,0.544828,0.577793,0.636499,0.666204,0.698361,0.726065,0.742155,0.608181,0.609971,0.612295,0.614106,0.565918,0.58641,0.608066,0.625979,0.641896,0.487445,0.510208,0.531012,0.549863,0.53043,0.509329,0.645757,0.66549,0.685532,0.704063,0.686239,0.666209,0.51374,0.549457,0.583948,0.60287,0.62251,0.648234,0.670486,0.646481,0.620889,0.600403,0.579614,0.546538,0.524054,0.583218,0.602137,0.62177,0.660033,0.621073,0.601017,1
412,'2024/04/07 20:54:06:565',1,0.395271,0.403358,0.412788,0.434113,0.469415,0.509873,0.549429,0.5911,0.62873,0.660668,0.692833,0.720851,0.738423,0.748347,0.753264,0.756518,0.437002,0.464021,0.501563,0.540554,0.577053,0.630716,0.661936,0.694921,0.724162,0.742482,0.606469,0.608145,0.610687,0.612452,0.564714,0.585463,0.607522,0.625147,0.641387,0.484951,0.50737,0.52771,0.547499,0.527763,0.506894,0.645378,0.665585,0.684606,0.70289,0.685498,0.666563,0.514018,0.550991,0.584736,0.603565,0.622851,0.646986,0.669962,0.645622,0.621562,0.601167,0.580675,0.548032,0.524317,0.583845,0.602693,0.622057,0.659916,0.621883,0.601923,1
413,'2024/04/07 20:54:06:598',1,0.394286,0.402177,0.412803,0.43483,0.471441,0.513484,0.551812,0.592526,0.630907,0.663278,0.696237,0.723879,0.741173,0.750261,0.754778,0.759374,0.432316,0.459728,0.496897,0.5354,0.570903,0.634856,0.665667,0.698212,0.725974,0.744242,0.605261,0.607186,0.609644,0.611622,0.5644,0.584645,0.606195,0.624046,0.640257,0.482346,0.505061,0.525872,0.545556,0.525323,0.504367,0.647153,0.66775,0.6875,0.705938,0.687699,0.668285,0.512424,0.547923,0.582313,0.601865,0.622179,0.647494,0.671189,0.646538,0.621457,0.599799,0.578692,0.545114,0.521691,0.581691,0.601293,0.621778,0.661184,0.62125,0.600441,1
414,'2024/04/07 20:54:06:632',1,0.395631,0.4037,0.413423,0.436617,0.473303,0.513201,0.550849,0.59034,0.629073,0.660824,0.691514,0.720367,0.73843,0.74811,0.753021,0.758642,0.433823,0.461802,0.499687,0.539303,0.575241,0.634063,0.664411,0.697649,0.725965,0.742907,0.60622,0.608168,0.61088,0.613209,0.565286,0.585656,0.607559,0.625771,0.642433,0.483719,0.506409,0.526848,0.547012,0.526861,0.505742,0.64509,0.666121,0.685405,0.703637,0.685893,0.666634,0.51355,0.550531,0.585075,0.603883,0.623244,0.648498,0.671691,0.647433,0.621772,0.601014,0.580693,0.547658,0.52308,0.583947,0.602805,0.622177,0.661712,0.622059,0.602074,1
415,'2024/04/07 20:54:06:665',1,0.394507,0.40322,0.414062,0.436189,0.471437,0.511184,0.550044,0.590344,0.62855,0.659507,0.69148,0.71949,0.737447,0.747365,0.75292,0.757814,0.435163,0.463274,0.500603,0.54012,0.575252,0.63176,0.662109,0.694991,0.723491,0.741796,0.60533,0.606934,0.609387,0.611336,0.562976,0.583404,0.605132,0.623708,0.640053,0.482428,0.506035,0.527062,0.54638,0.526241,0.504728,0.645319,0.667526,0.686769,0.704706,0.687445,0.667942,0.512197,0.548589,0.582989,0.601468,0.621326,0.646795,0.67105,0.645306,0.619843,0.5989,0.578755,0.545536,0.522483,0.581944,0.6005,0.620299,0.660774,0.620152,0.599876,1
416,'2024/04/07 20:54:06:696',1,0.394057,0.401802,0.411535,0.433655,0.469206,0.509694,0.549191,0.590621,0.62958,0.661902,0.693525,0.719998,0.736017,0.744594,0.749534,0.754425,0.433979,0.459916,0.497701,0.537287,0.573012,0.631357,0.662317,0.695577,0.724155,0.742342,0.605085,0.607073,0.609954,0.612199,0.563717,0.584227,0.605948,0.624712,0.641428,0.481522,0.505446,0.526995,0.546195,0.525924,0.504019,0.644917,0.666384,0.686682,0.70462,0.687433,0.667192,0.511505,0.548034,0.582089,0.601414,0.620952,0.646784,0.670478,0.645093,0.619412,0.598315,0.577536,0.544565,0.521385,0.58109,0.600489,0.620205,0.660366,0.61966,0.599392,1
417,'2024/04/07 20:54:06:729',1,0.395151,0.403411,0.412847,0.434952,0.470874,0.512154,0.551548,0.591592,0.628542,0.659529,0.690807,0.718745,0.735907,0.745273,0.751565,0.7562,0.437191,0.463257,0.500129,0.5388,0.573738,0.636676,0.666549,0.698591,0.726512,0.743243,0.606892,0.608449,0.610749,0.612584,0.56356,0.58467,0.606415,0.62579,0.642933,0.485424,0.507689,0.528291,0.547483,0.527881,0.506607,0.646927,0.668482,0.687891,0.705305,0.688553,0.668972,0.512578,0.550467,0.584985,0.60282,0.621366,0.646543,0.670872,0.644814,0.619642,0.599938,0.580017,0.546669,0.522749,0.583763,0.601679,0.620352,0.661022,0.620226,0.601072,1
418,'2024/04/07 20:54:06:764',1,0.393278,0.401134,0.410765,0.433998,0.470729,0.512485,0.551927,0.591907,0.63015,0.662293,0.695567,0.723463,0.739617,0.748552,0.753128,0.75665,0.436371,0.465534,0.502849,0.540828,0.575023,0.637594,0.666508,0.697858,0.724615,0.741594,0.607942,0.609587,0.611835,0.613685,0.56527,0.58557,0.607329,0.625217,0.641591,0.484213,0.507391,0.528731,0.548069,0.527173,0.505577,0.647484,0.668678,0.688533,0.706476,0.689818,0.670031,0.512655,0.550285,0.584686,0.602994,0.62163,0.646174,0.669973,0.645017,0.620694,0.60093,0.580526,0.546944,0.523144,0.583821,0.602085,0.62083,0.660367,0.620885,0.601623,1
419,'2024/04/07 20:54:06:796',1,0.396625,0.405089,0.415816,0.438183,0.473954,0.515071,0.555276,0.596423,0.634419,0.665192,0.696193,0.722573,0.73721,0.745475,0.750025,0.751752,0.434613,0.461263,0.49861,0.537427,0.572465,0.638208,0.667743,0.699699,0.726809,0.741842,0.608172,0.610598,0.613803,0.61683,0.568132,0.588776,0.610074,0.627651,0.643647,0.483418,0.506228,0.528147,0.547112,0.5277,0.505133,0.648496,0.670584,0.690553,0.707733,0.691388,0.670944,0.513659,0.551425,0.587147,0.604965,0.62401,0.650238,0.672305,0.648703,0.622406,0.602052,0.581738,0.547164,0.52316,0.586267,0.604348,0.623358,0.662371,0.622508,0.602867,1
420,'2024/04/07 20:54:06:832',1,0.394231,0.402046,0.412273,0.434819,0.470181,0.51225,0.552057,0.593485,0.631293,0.663706,0.696484,0.722998,0.738527,0.74733,0.751089,0.75264,0.435534,0.463985,0.500863,0.539478,0.575214,0.637572,0.665176,0.695156,0.72142,0.738777,0.606394,0.608298,0.611072,0.613684,0.565418,0.586164,0.607328,0.625252,0.641966,0.482592,0.505683,0.528738,0.548391,0.527372,0.503857,0.647007,0.669237,0.689294,0.705657,0.689975,0.669702,0.513214,0.552056,0.586557,0.60387,0.621894,0.645286,0.668667,0.644309,0.621088,0.601971,0.582874,0.548845,0.523688,0.58571,0.603159,0.621135,0.659567,0.621186,0.602632,1
421,'2024/04/07 20:54:06:861',1,0.398834,0.406022,0.41393,0.435329,0.469645,0.510397,0.551769,0.592871,0.63138,0.664077,0.697243,0.724148,0.739105,0.747057,0.752462,0.757282,0.438268,0.466824,0.502524,0.539727,0.574117,0.639431,0.668059,0.698343,0.726077,0.743664,0.606632,0.60795,0.610251,0.612306,0.5652,0.585704,0.606367,0.624689,0.641112,0.480501,0.503931,0.528229,0.548236,0.527045,0.501941,0.647023,0.669601,0.691191,0.708523,0.692257,0.670408,0.51297,0.551556,0.585737,0.60352,0.621671,0.645674,0.671579,0.645369,0.620977,0.601765,0.582043,0.548363,0.523398,0.58486,0.602826,0.621207,0.661718,0.621144,0.602274,1
422,'2024/04/07 20:54:06:894',1,0.39456,0.401946,0.41139,0.434213,0.470035,0.511081,0.550355,0.590696,0.627979,0.65997,0.691844,0.719332,0.736052,0.745544,0.751529,0.755597,0.437395,0.465649,0.501122,0.537705,0.571122,0.63837,0.667858,0.698836,0.726587,0.745469,0.607074,0.60864,0.610975,0.612976,0.563222,0.584517,0.605979,0.624803,0.641439,0.479377,0.503455,0.528548,0.547952,0.527239,0.501618,0.646166,0.669717,0.692683,0.710306,0.694229,0.670682,0.513115,0.550444,0.585724,0.602271,0.621192,0.646756,0.67068,0.645306,0.619094,0.599176,0.580759,0.546176,0.523434,0.584795,0.60137,0.620148,0.660335,0.619492,0.59998,1
423,'2024/04/07 20:54:06:927',1,0.393807,0.40116,0.411486,0.435356,0.472212,0.513965,0.554013,0.594656,0.631471,0.663239,0.695396,0.722629,0.738767,0.748329,0.754028,0.756766,0.436666,0.466605,0.503028,0.541071,0.575359,0.638286,0.666862,0.697885,0.72578,0.744741,0.607299,0.609571,0.612715,0.615505,0.566921,0.587362,0.608701,0.626644,0.642842,0.479293,0.504842,0.530345,0.550236,0.528807,0.502345,0.646255,0.669203,0.691942,0.710281,0.693631,0.67005,0.515574,0.553827,0.587907,0.605548,0.6237,0.647134,0.671247,0.646592,0.622817,0.603878,0.5846,0.550894,0.526212,0.586903,0.60461,0.623056,0.661403,0.622979,0.604203,1
424,'2024/04/07 20:54:06:960',1,0.391507,0.398982,0.409059,0.431973,0.468068,0.509004,0.547883,0.589429,0.627728,0.660442,0.692618,0.721161,0.738765,0.749163,0.754989,0.758689,0.436569,0.467223,0.504002,0.541565,0.5754,0.635525,0.665213,0.696915,0.725434,0.744322,0.604949,0.606571,0.608965,0.610821,0.56299,0.583636,0.605465,0.623449,0.639567,0.47915,0.504626,0.530539,0.550279,0.528519,0.501706,0.644361,0.667514,0.691014,0.708782,0.692553,0.668827,0.512085,0.548927,0.583476,0.601291,0.619887,0.645662,0.670277,0.644856,0.618986,0.599173,0.579806,0.545953,0.522746,0.582797,0.600484,0.619411,0.660661,0.619092,0.599862,1
425,'2024/04/07 20:54:06:993',1,0.391648,0.399624,0.410262,0.432325,0.467283,0.508434,0.548907,0.591276,0.630987,0.663267,0.694356,0.721469,0.737871,0.747498,0.751897,0.755025,0.435225,0.4646,0.501227,0.539468,0.574084,0.634289,0.663063,0.69474,0.723437,0.741918,0.604574,0.606352,0.608922,0.611262,0.562664,0.583208,0.604792,0.623378,0.639603,0.477379,0.502332,0.528127,0.548021,0.526546,0.499822,0.64401,0.666943,0.690504,0.708885,0.692473,0.668745,0.511947,0.549634,0.583816,0.600521,0.61878,0.644242,0.670147,0.643958,0.618125,0.598886,0.580326,0.546764,0.521738,0.583148,0.599988,0.618343,0.660093,0.617872,0.599317,1
426,'2024/04/07 20:54:07:026',1,0.39269,0.399749,0.411588,0.434867,0.469692,0.510909,0.553059,0.596023,0.635011,0.666346,0.695939,0.72216,0.73718,0.746397,0.751224,0.753949,0.437333,0.467752,0.502115,0.538152,0.570131,0.642415,0.669336,0.698771,0.724083,0.741429,0.606928,0.609004,0.611961,0.614572,0.567098,0.587497,0.608325,0.625475,0.640981,0.477818,0.502751,0.528471,0.547835,0.526538,0.50001,0.644967,0.668792,0.692085,0.709225,0.693826,0.669881,0.51454,0.552031,0.58629,0.603903,0.622448,0.646842,0.670036,0.64656,0.622249,0.60279,0.583347,0.548872,0.524751,0.585604,0.603271,0.621991,0.660472,0.621954,0.602809,1
427,'2024/04/07 20:54:07:059',1,0.390871,0.399225,0.4097,0.432371,0.468256,0.510455,0.551897,0.593621,0.632797,0.665428,0.696706,0.723556,0.737948,0.746252,0.751571,0.75493,0.435298,0.464489,0.500739,0.538528,0.573427,0.635493,0.664122,0.695245,0.723113,0.741665,0.604938,0.606904,0.609504,0.611901,0.56362,0.584426,0.605964,0.623948,0.639978,0.478112,0.502709,0.528955,0.548162,0.526791,0.499966,0.643935,0.667282,0.690925,0.708958,0.692836,0.668604,0.511216,0.548339,0.584113,0.602102,0.620777,0.646529,0.670345,0.645853,0.61958,0.599693,0.579832,0.544871,0.520779,0.583139,0.601435,0.620057,0.660999,0.619496,0.600205,1
428,'2024/04/07 20:54:07:092',1,0.389843,0.397708,0.40903,0.432359,0.469017,0.509226,0.550432,0.592488,0.63092,0.662274,0.691995,0.718097,0.733746,0.743835,0.750347,0.753567,0.436548,0.465228,0.500872,0.537561,0.57145,0.637012,0.664629,0.694666,0.721889,0.740271,0.605071,0.60696,0.609724,0.612005,0.562859,0.583769,0.605984,0.624465,0.640346,0.477496,0.502236,0.527804,0.547489,0.526203,0.499807,0.644373,0.667401,0.690627,0.708708,0.692513,0.668818,0.511905,0.548671,0.583156,0.601506,0.620488,0.644994,0.667762,0.643992,0.619405,0.599091,0.579233,0.545416,0.522324,0.582337,0.600925,0.619908,0.657668,0.619305,0.59981,1
429,'2024/04/07 20:54:07:125',1,0.391999,0.401352,0.412941,0.436966,0.473292,0.515177,0.555923,0.596977,0.634726,0.666515,0.69729,0.723061,0.737197,0.744021,0.747836,0.749363,0.431953,0.460926,0.497315,0.535064,0.569971,0.635939,0.663297,0.692983,0.719933,0.738774,0.605549,0.608571,0.612471,0.615958,0.566347,0.58763,0.609418,0.627084,0.643084,0.474851,0.49923,0.524757,0.545449,0.52363,0.497346,0.644312,0.667272,0.69014,0.708531,0.692458,0.668552,0.51344,0.552042,0.587095,0.605238,0.623517,0.647876,0.671491,0.647615,0.623255,0.603876,0.584397,0.549281,0.524117,0.586621,0.604576,0.623087,0.661859,0.623023,0.603847,1
430,'2024/04/07 20:54:07:159',1,0.391873,0.401572,0.413119,0.437544,0.473855,0.515842,0.555648,0.595666,0.632188,0.6628,0.694416,0.720938,0.736568,0.744318,0.748807,0.751652,0.432614,0.461484,0.498567,0.537397,0.573189,0.635579,0.664198,0.695764,0.723338,0.741332,0.605414,0.607953,0.611135,0.614105,0.566677,0.586743,0.607295,0.624685,0.640901,0.476227,0.501265,0.527184,0.546741,0.525517,0.498818,0.644799,0.666619,0.690065,0.708467,0.692572,0.668338,0.512586,0.550632,0.585191,0.604363,0.623412,0.647555,0.670763,0.647394,0.623509,0.603232,0.582971,0.548149,0.522603,0.584767,0.603862,0.623327,0.661017,0.623224,0.602997,1
431,'2024/04/07 20:54:07:192',1,0.393341,0.402211,0.413429,0.436385,0.471431,0.51282,0.5529,0.593712,0.632228,0.663767,0.69497,0.721999,0.737728,0.746887,0.752033,0.755521,0.434942,0.464237,0.499989,0.536771,0.569666,0.636723,0.665566,0.695925,0.723429,0.742736,0.605342,0.607281,0.610017,0.61221,0.563569,0.58475,0.606621,0.625322,0.642043,0.476192,0.501186,0.527268,0.54685,0.525262,0.498697,0.644839,0.667848,0.691263,0.709684,0.693367,0.669608,0.511726,0.550496,0.586062,0.603497,0.622262,0.647422,0.670967,0.647261,0.621981,0.601938,0.582479,0.546982,0.522548,0.585417,0.602756,0.62168,0.660679,0.621805,0.602217,1
432,'2024/04/07 20:54:07:225',1,0.392736,0.40177,0.412711,0.436511,0.47289,0.512671,0.553,0.593279,0.630587,0.662365,0.693986,0.719484,0.735337,0.744391,0.749188,0.750064,0.431784,0.46175,0.497658,0.535356,0.569886,0.636103,0.664306,0.694367,0.72138,0.740556,0.604507,0.606989,0.610228,0.613118,0.565566,0.58565,0.606651,0.624429,0.641013,0.476731,0.501501,0.526687,0.547027,0.525331,0.49933,0.644054,0.666896,0.689513,0.70769,0.691345,0.668186,0.512449,0.552868,0.586514,0.60454,0.621456,0.644598,0.669671,0.643703,0.620116,0.601997,0.582921,0.549627,0.523147,0.585491,0.603541,0.620615,0.659836,0.620446,0.602701,1
433,'2024/04/07 20:54:07:259',1,0.395804,0.40423,0.415508,0.43855,0.473872,0.512991,0.551739,0.591848,0.629129,0.660945,0.693262,0.720785,0.737347,0.746283,0.751155,0.755529,0.43624,0.465441,0.502542,0.54145,0.576938,0.637584,0.666434,0.697886,0.725407,0.741661,0.60789,0.609379,0.611699,0.613869,0.565643,0.586538,0.608118,0.626777,0.643157,0.483117,0.507389,0.53024,0.549671,0.529141,0.505444,0.648588,0.671045,0.691776,0.708248,0.692305,0.671375,0.513969,0.552382,0.586631,0.604617,0.624034,0.648668,0.670224,0.647116,0.622413,0.602188,0.582627,0.548648,0.52346,0.585931,0.603978,0.623169,0.660736,0.622355,0.602883,1
