@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute '' numeric

@data
116,'2024/04/07 20:53:56:599',1,0.226474,0.233845,0.245116,0.268151,0.304898,0.344992,0.384203,0.427473,0.46852,0.504303,0.540484,0.573497,0.591544,0.598431,0.602173,0.60524,0.253785,0.277402,0.310002,0.346033,0.378273,0.442674,0.477252,0.514474,0.548523,0.574214,0.412952,0.41399,0.415047,0.416099,0.37743,0.397015,0.417808,0.438033,0.456564,0.299918,0.321444,0.342027,0.362598,0.342643,0.321818,0.46446,0.485933,0.506505,0.528352,0.507644,0.486545,0.333136,0.367,0.399449,0.41922,0.440518,0.475607,0.509364,0.478998,0.446009,0.423208,0.401338,0.368158,0.343855,0.399862,0.419887,0.442074,0.498941,0.443491,0.421162,1
117,'2024/04/07 20:53:56:632',1,0.224772,0.233619,0.246684,0.270778,0.308003,0.349147,0.389557,0.43104,0.469418,0.504966,0.541852,0.574692,0.594427,0.602049,0.605942,0.609001,0.253302,0.279143,0.312034,0.349163,0.381345,0.445712,0.479838,0.517454,0.549756,0.574919,0.416048,0.417192,0.418357,0.419541,0.379903,0.399408,0.420622,0.440882,0.459193,0.302062,0.323881,0.345199,0.365311,0.345307,0.323842,0.466506,0.487269,0.50817,0.529972,0.509585,0.489089,0.334576,0.366888,0.400873,0.42156,0.44451,0.479034,0.510857,0.481935,0.449493,0.425377,0.402496,0.368169,0.345562,0.401113,0.421973,0.445471,0.500132,0.446785,0.423476,1
118,'2024/04/07 20:53:56:665',1,0.227103,0.236312,0.248106,0.270515,0.307191,0.348217,0.388152,0.430449,0.469185,0.503937,0.539474,0.57168,0.590438,0.598898,0.604698,0.607554,0.257527,0.282163,0.313709,0.34929,0.381668,0.450604,0.485215,0.522248,0.555156,0.57876,0.417399,0.418793,0.420055,0.421302,0.380764,0.400762,0.422602,0.443243,0.46198,0.30164,0.324044,0.345678,0.366982,0.345963,0.323984,0.470113,0.492284,0.513871,0.535918,0.515275,0.493287,0.335895,0.37035,0.40256,0.423292,0.44453,0.47866,0.51324,0.482278,0.450291,0.427722,0.405203,0.371865,0.34674,0.403122,0.424054,0.445957,0.503116,0.447389,0.425518,1
119,'2024/04/07 20:53:56:697',1,0.229032,0.238638,0.251046,0.274017,0.310311,0.351041,0.391241,0.43286,0.471382,0.506269,0.541902,0.574801,0.593843,0.601792,0.606769,0.609825,0.253799,0.27931,0.313616,0.351944,0.386127,0.447064,0.481132,0.519654,0.554006,0.579871,0.417909,0.419491,0.421041,0.422388,0.382338,0.402089,0.423221,0.443887,0.462917,0.301494,0.323291,0.345278,0.36633,0.345401,0.32319,0.470948,0.491075,0.512228,0.533985,0.51381,0.492293,0.338435,0.371952,0.404944,0.424156,0.44473,0.478771,0.511911,0.483014,0.450443,0.428539,0.407318,0.374185,0.349282,0.405195,0.424758,0.445829,0.501396,0.448102,0.426928,1
120,'2024/04/07 20:53:56:731',1,0.229923,0.23779,0.249254,0.271585,0.307345,0.348262,0.389432,0.43223,0.472014,0.508755,0.545916,0.579407,0.598949,0.60751,0.611266,0.613449,0.260909,0.284063,0.317062,0.354575,0.388247,0.451927,0.486422,0.523956,0.557217,0.581063,0.420599,0.422224,0.423606,0.425074,0.384549,0.404232,0.425607,0.446382,0.465299,0.305064,0.327365,0.349982,0.370468,0.350237,0.327576,0.473143,0.494969,0.516226,0.537346,0.517632,0.496368,0.338976,0.373447,0.406215,0.425638,0.446829,0.479457,0.513063,0.481953,0.451179,0.428809,0.40765,0.374202,0.349156,0.406539,0.425937,0.447722,0.503028,0.449028,0.42716,1
121,'2024/04/07 20:53:56:763',1,0.231497,0.239983,0.251116,0.273779,0.311105,0.351409,0.391843,0.433451,0.472322,0.507039,0.543613,0.576851,0.59738,0.606835,0.611726,0.615512,0.258109,0.282957,0.317827,0.356077,0.390258,0.451529,0.485279,0.523766,0.557959,0.584334,0.422445,0.423945,0.425255,0.426531,0.386076,0.405859,0.42694,0.447246,0.465826,0.307152,0.329394,0.351413,0.371873,0.351416,0.329195,0.475251,0.497045,0.517874,0.539563,0.51908,0.498022,0.337333,0.372478,0.405649,0.426965,0.449767,0.483175,0.515464,0.486666,0.455044,0.431072,0.407645,0.373886,0.34829,0.405894,0.42757,0.450616,0.50436,0.452816,0.429616,1
122,'2024/04/07 20:53:56:796',1,0.232288,0.242306,0.25536,0.2794,0.316001,0.356021,0.396111,0.437756,0.475769,0.510913,0.545552,0.577193,0.59653,0.605075,0.610491,0.614844,0.260599,0.284504,0.31727,0.354636,0.38841,0.452869,0.487497,0.525526,0.558463,0.584199,0.423163,0.424655,0.42626,0.42785,0.386557,0.406718,0.427854,0.448831,0.468095,0.305119,0.328382,0.350793,0.371738,0.350875,0.328317,0.475018,0.496785,0.519031,0.540966,0.520551,0.498519,0.341422,0.375224,0.408461,0.429288,0.450969,0.484786,0.516671,0.487636,0.455784,0.433122,0.410483,0.376738,0.352122,0.408852,0.42995,0.452134,0.505793,0.453242,0.431035,1
123,'2024/04/07 20:53:56:830',1,0.232561,0.239963,0.250346,0.272606,0.309228,0.34975,0.389846,0.432489,0.47149,0.507236,0.543704,0.577606,0.59829,0.607463,0.613684,0.616962,0.260731,0.28739,0.320642,0.356712,0.389716,0.453462,0.487732,0.525039,0.558104,0.583727,0.422174,0.423746,0.425279,0.426665,0.386849,0.406247,0.427386,0.447331,0.465629,0.305452,0.328261,0.350772,0.372032,0.350921,0.328402,0.475297,0.49724,0.518897,0.540896,0.520243,0.498545,0.34032,0.373898,0.406989,0.427599,0.449574,0.482767,0.51583,0.485658,0.453961,0.430588,0.408391,0.375047,0.350515,0.407179,0.427842,0.450419,0.505902,0.451725,0.429041,1
124,'2024/04/07 20:53:56:865',1,0.233271,0.241068,0.251177,0.272826,0.308349,0.347517,0.387418,0.429481,0.469584,0.506529,0.543485,0.577241,0.596388,0.60551,0.611352,0.6149,0.260054,0.284146,0.317498,0.354691,0.388501,0.452697,0.4887,0.526575,0.560125,0.585057,0.420952,0.422145,0.423452,0.424485,0.38516,0.404468,0.425509,0.445823,0.464457,0.307325,0.329024,0.350407,0.371135,0.350523,0.328957,0.474136,0.496639,0.517544,0.53891,0.518294,0.49725,0.339995,0.373055,0.405644,0.426287,0.448224,0.480846,0.514499,0.483925,0.452337,0.428953,0.406731,0.374143,0.350721,0.405881,0.426637,0.449054,0.503904,0.450298,0.427729,1
125,'2024/04/07 20:53:56:895',1,0.23076,0.240161,0.252503,0.275565,0.311319,0.350971,0.391488,0.434512,0.473976,0.509714,0.545703,0.577855,0.59637,0.605292,0.609538,0.612192,0.259265,0.283875,0.317508,0.355489,0.389879,0.454822,0.488693,0.525855,0.559104,0.583683,0.42419,0.426174,0.428111,0.429932,0.389058,0.409298,0.4302,0.449677,0.46763,0.307101,0.328933,0.350991,0.371696,0.351307,0.329121,0.476102,0.497615,0.51922,0.541227,0.521058,0.499293,0.343071,0.376653,0.410225,0.43029,0.4516,0.484369,0.514735,0.486888,0.455546,0.432838,0.411052,0.377372,0.352992,0.410363,0.430656,0.452409,0.504661,0.453308,0.431349,1
126,'2024/04/07 20:53:56:928',1,0.232905,0.241229,0.253357,0.276021,0.312513,0.353417,0.392673,0.434454,0.472824,0.507843,0.544417,0.577794,0.597891,0.607179,0.611956,0.614228,0.259274,0.284475,0.316876,0.353999,0.386871,0.452696,0.487681,0.526133,0.559122,0.582743,0.422104,0.423588,0.425221,0.42663,0.385876,0.405963,0.426786,0.446973,0.465323,0.305488,0.327244,0.348657,0.370407,0.349227,0.327418,0.473421,0.494526,0.516004,0.537705,0.516991,0.495716,0.342324,0.375618,0.40839,0.427007,0.447773,0.481831,0.514721,0.483685,0.451533,0.429901,0.409733,0.376485,0.352613,0.408713,0.427421,0.448719,0.503922,0.449576,0.428436,1
127,'2024/04/07 20:53:56:961',1,0.232153,0.2403,0.251098,0.272972,0.308965,0.350186,0.389594,0.432601,0.472612,0.508886,0.54468,0.576136,0.595939,0.604335,0.60823,0.610466,0.261395,0.284252,0.317528,0.353962,0.387735,0.452471,0.485818,0.523919,0.557588,0.582087,0.423391,0.424971,0.426795,0.428206,0.387527,0.406993,0.428184,0.448641,0.467556,0.30826,0.329751,0.351763,0.372376,0.351728,0.329857,0.473574,0.49405,0.515202,0.536869,0.517146,0.496125,0.338175,0.372856,0.407244,0.42804,0.449353,0.483207,0.515086,0.484488,0.451744,0.42969,0.407198,0.372971,0.349318,0.407315,0.42849,0.44985,0.50475,0.45014,0.428705,1
128,'2024/04/07 20:53:56:994',1,0.231156,0.239076,0.24951,0.271517,0.306693,0.348414,0.388542,0.431246,0.471474,0.507858,0.543431,0.574672,0.594146,0.603993,0.609964,0.612679,0.261006,0.285309,0.318069,0.355221,0.38909,0.454827,0.488732,0.526802,0.559778,0.583999,0.424521,0.425975,0.427518,0.4291,0.388752,0.407966,0.428629,0.448617,0.466494,0.307227,0.329895,0.35266,0.373764,0.352894,0.329889,0.474814,0.496064,0.517555,0.538778,0.519388,0.498086,0.341362,0.375915,0.409038,0.429092,0.450749,0.483511,0.514977,0.484845,0.45308,0.430644,0.40929,0.375853,0.35234,0.409387,0.429513,0.451289,0.504948,0.451282,0.429363,1
129,'2024/04/07 20:53:57:028',1,0.23168,0.240398,0.251959,0.27485,0.310986,0.351585,0.390864,0.432893,0.472087,0.507307,0.542976,0.575524,0.596188,0.604931,0.610175,0.613217,0.259516,0.283832,0.318183,0.356604,0.391063,0.453515,0.48801,0.526486,0.561066,0.584666,0.425213,0.426851,0.428631,0.430193,0.387965,0.40797,0.429576,0.450171,0.468673,0.306535,0.329159,0.351655,0.372727,0.351263,0.328679,0.476586,0.497546,0.519272,0.541125,0.521037,0.499605,0.340962,0.375246,0.408523,0.429927,0.452254,0.48557,0.517533,0.488621,0.456683,0.433217,0.410282,0.376366,0.35214,0.408684,0.430299,0.453119,0.507554,0.45466,0.43194,1
130,'2024/04/07 20:53:57:060',1,0.232996,0.241728,0.254206,0.27786,0.314588,0.35413,0.392224,0.433556,0.472921,0.509861,0.545327,0.57718,0.597545,0.607631,0.61184,0.614046,0.259028,0.283323,0.31818,0.357335,0.392821,0.452219,0.485928,0.524592,0.559096,0.584281,0.424624,0.4258,0.427148,0.428203,0.385673,0.406452,0.429007,0.450209,0.469775,0.305428,0.328481,0.350758,0.371736,0.350832,0.328214,0.477134,0.498694,0.520353,0.541929,0.52198,0.500379,0.340199,0.374081,0.407534,0.429448,0.451872,0.485629,0.518588,0.488571,0.456034,0.432168,0.408499,0.374687,0.352111,0.40761,0.429763,0.452577,0.508091,0.453679,0.43088,1
131,'2024/04/07 20:53:57:093',1,0.234221,0.242554,0.254485,0.277573,0.314374,0.354426,0.394328,0.437344,0.476891,0.512176,0.546353,0.579252,0.599649,0.608859,0.612673,0.61561,0.263253,0.289428,0.323413,0.359853,0.391439,0.453374,0.48849,0.526301,0.560083,0.585511,0.424772,0.426202,0.427738,0.429041,0.386131,0.406468,0.428543,0.45002,0.469209,0.307379,0.329605,0.351685,0.371478,0.351356,0.329306,0.47669,0.498204,0.519851,0.540942,0.521342,0.500005,0.342572,0.374625,0.408914,0.429262,0.452471,0.488019,0.519009,0.490033,0.456057,0.431743,0.409332,0.375344,0.353222,0.409187,0.429843,0.453384,0.508039,0.453576,0.43013,1
132,'2024/04/07 20:53:57:126',1,0.233569,0.241907,0.254049,0.277646,0.313313,0.352441,0.390558,0.430793,0.468769,0.50467,0.541805,0.575164,0.596439,0.606838,0.612773,0.617604,0.265184,0.289437,0.322939,0.36055,0.394045,0.455359,0.490381,0.528874,0.562343,0.586287,0.425324,0.425544,0.425896,0.426154,0.385865,0.405127,0.426078,0.446936,0.465922,0.309734,0.332399,0.354338,0.374179,0.35395,0.331816,0.476024,0.497766,0.518686,0.540443,0.519772,0.498859,0.341403,0.374828,0.40747,0.427532,0.44945,0.482835,0.514413,0.483151,0.451111,0.428342,0.406243,0.374182,0.352675,0.407374,0.427699,0.449724,0.503302,0.449585,0.42759,1
133,'2024/04/07 20:53:57:159',1,0.229976,0.240465,0.251951,0.274639,0.311666,0.3529,0.393536,0.436585,0.477338,0.512716,0.548019,0.580446,0.598258,0.605981,0.612235,0.61569,0.257767,0.28456,0.317961,0.354942,0.389331,0.453056,0.488431,0.52593,0.559523,0.585278,0.422973,0.424965,0.426933,0.42846,0.388138,0.407862,0.428331,0.448589,0.467276,0.304586,0.327426,0.349516,0.370269,0.349274,0.327043,0.474022,0.495866,0.517789,0.540348,0.519005,0.496987,0.342347,0.375368,0.408578,0.428291,0.449337,0.483365,0.516453,0.486327,0.453857,0.431591,0.409854,0.376576,0.353177,0.408939,0.428922,0.450598,0.505135,0.45196,0.429983,1
134,'2024/04/07 20:53:57:192',1,0.234395,0.242485,0.254367,0.27712,0.312727,0.3526,0.392833,0.433932,0.473067,0.508221,0.545586,0.579624,0.598674,0.60668,0.611975,0.615886,0.258923,0.285292,0.320084,0.359077,0.394136,0.453059,0.488069,0.526474,0.560316,0.585306,0.425306,0.426543,0.427934,0.429007,0.387495,0.407493,0.428948,0.449553,0.468768,0.305363,0.328166,0.350003,0.372158,0.350475,0.328243,0.477062,0.499572,0.52062,0.543179,0.521677,0.500475,0.339711,0.375162,0.409164,0.430392,0.45141,0.485621,0.518915,0.488331,0.455502,0.433088,0.410125,0.376054,0.351052,0.409479,0.430651,0.452306,0.50825,0.453202,0.43147,1
135,'2024/04/07 20:53:57:224',1,0.233015,0.241843,0.253726,0.275939,0.311163,0.350531,0.389906,0.432563,0.47168,0.507521,0.54426,0.576664,0.596756,0.606202,0.611295,0.614447,0.257985,0.281678,0.315718,0.354399,0.389976,0.453759,0.487905,0.526251,0.560596,0.585821,0.424159,0.425092,0.426259,0.42728,0.38544,0.405442,0.427569,0.448448,0.467474,0.304207,0.326817,0.349576,0.371403,0.349697,0.326588,0.476473,0.49913,0.521416,0.5431,0.522259,0.500044,0.338825,0.373105,0.407661,0.428895,0.45163,0.486662,0.518239,0.488748,0.454671,0.431115,0.4076,0.372772,0.35077,0.407385,0.429016,0.451875,0.507216,0.45314,0.430362,1
136,'2024/04/07 20:53:57:259',1,0.234486,0.242382,0.252952,0.272656,0.305944,0.345725,0.385982,0.431476,0.473675,0.51059,0.546152,0.577882,0.597206,0.605789,0.612214,0.616801,0.260985,0.287255,0.320371,0.357222,0.390121,0.45399,0.489765,0.527966,0.561484,0.585565,0.423869,0.424882,0.42604,0.42706,0.384945,0.405084,0.425906,0.447088,0.466215,0.307965,0.328973,0.349964,0.370434,0.350582,0.329367,0.476209,0.497484,0.517874,0.539113,0.518856,0.498337,0.339073,0.372925,0.406297,0.426313,0.449072,0.483853,0.51677,0.485771,0.451807,0.427799,0.405589,0.372491,0.349686,0.4059,0.426197,0.449617,0.506383,0.449975,0.426672,1
137,'2024/04/07 20:53:57:292',1,0.23498,0.243671,0.25327,0.273564,0.308435,0.348793,0.389868,0.433956,0.475202,0.511449,0.547595,0.579415,0.597586,0.604783,0.609407,0.612529,0.259117,0.282637,0.315668,0.352943,0.386877,0.45649,0.490605,0.52787,0.560566,0.584797,0.4253,0.426992,0.428825,0.430636,0.387646,0.408158,0.429915,0.450145,0.467946,0.304435,0.326676,0.348862,0.370407,0.349032,0.326505,0.475994,0.496964,0.518891,0.540879,0.520231,0.49867,0.33631,0.370131,0.40563,0.428037,0.452163,0.487206,0.518855,0.489152,0.455321,0.430055,0.405243,0.369588,0.347376,0.405106,0.428084,0.452627,0.508415,0.453532,0.428977,1
138,'2024/04/07 20:53:57:325',1,0.235496,0.243596,0.254032,0.275901,0.311332,0.349877,0.389627,0.432215,0.473206,0.509326,0.543782,0.576388,0.595228,0.604133,0.60962,0.61245,0.261418,0.284536,0.316788,0.354412,0.388268,0.456954,0.491586,0.529212,0.561991,0.584743,0.425006,0.426466,0.428239,0.429645,0.388247,0.407986,0.428837,0.449098,0.467382,0.308123,0.329595,0.351553,0.372505,0.352067,0.330143,0.475267,0.496817,0.518373,0.539598,0.519323,0.498286,0.338612,0.373311,0.407833,0.428425,0.450296,0.484031,0.515335,0.485307,0.452927,0.429591,0.407033,0.372508,0.349738,0.407576,0.428384,0.450808,0.504901,0.451201,0.428656,1
139,'2024/04/07 20:53:57:357',1,0.236587,0.242665,0.252066,0.271715,0.30431,0.341772,0.383281,0.430165,0.473827,0.512047,0.548688,0.581057,0.599431,0.607405,0.611746,0.614118,0.263347,0.285763,0.316997,0.351734,0.383815,0.458773,0.494174,0.529652,0.560805,0.582921,0.424071,0.424892,0.42612,0.427325,0.384928,0.405832,0.426891,0.448077,0.467292,0.306204,0.328361,0.34948,0.371076,0.34999,0.328713,0.476331,0.498123,0.518602,0.540018,0.519034,0.499188,0.340115,0.373188,0.40808,0.428072,0.450747,0.485301,0.517547,0.486269,0.452253,0.428281,0.406478,0.372146,0.35124,0.407622,0.427873,0.450665,0.506332,0.450771,0.42763,1
140,'2024/04/07 20:53:57:391',1,0.234951,0.242923,0.252092,0.271778,0.304206,0.342743,0.38641,0.433063,0.475824,0.513545,0.548877,0.578801,0.596266,0.604032,0.608203,0.61013,0.26125,0.28452,0.31572,0.351311,0.382756,0.456154,0.489354,0.524607,0.556304,0.58118,0.42193,0.423207,0.42489,0.426532,0.386944,0.405934,0.425393,0.445075,0.463431,0.30564,0.327364,0.348869,0.370591,0.349148,0.327532,0.472474,0.494906,0.516001,0.537765,0.516571,0.496006,0.337755,0.372832,0.40556,0.426257,0.448095,0.48153,0.51443,0.482927,0.450642,0.427135,0.405029,0.371825,0.347644,0.405117,0.426246,0.448676,0.503801,0.449043,0.426413,1
141,'2024/04/07 20:53:57:424',1,0.234107,0.24166,0.250369,0.270716,0.304509,0.344339,0.385392,0.430527,0.474347,0.512085,0.548404,0.580876,0.598986,0.606544,0.609976,0.612055,0.258449,0.28143,0.314816,0.35286,0.387188,0.446078,0.481503,0.521117,0.554916,0.580425,0.420296,0.422054,0.423734,0.42529,0.382385,0.403298,0.425794,0.447155,0.466846,0.305604,0.327073,0.34807,0.369373,0.348243,0.327071,0.471161,0.491747,0.512137,0.534866,0.512787,0.492606,0.337462,0.369138,0.403613,0.424645,0.448105,0.481945,0.514378,0.483593,0.450187,0.425432,0.402345,0.369182,0.348422,0.403003,0.424835,0.448257,0.503607,0.448606,0.4248,1
142,'2024/04/07 20:53:57:457',1,0.233341,0.240016,0.250437,0.271811,0.306081,0.344999,0.38544,0.430905,0.473457,0.509972,0.545968,0.578081,0.597891,0.606786,0.610905,0.613318,0.259216,0.282513,0.317138,0.355378,0.389424,0.446423,0.481935,0.521016,0.555726,0.580787,0.420263,0.421587,0.423127,0.424391,0.381237,0.401889,0.424268,0.445987,0.46633,0.304928,0.325978,0.346806,0.368812,0.3479,0.326448,0.470943,0.492841,0.513955,0.536241,0.51432,0.493507,0.335056,0.368666,0.403095,0.424242,0.446354,0.480161,0.514218,0.481759,0.44818,0.424596,0.401801,0.367976,0.346701,0.402679,0.424144,0.446349,0.502688,0.446694,0.424134,1
143,'2024/04/07 20:53:57:490',1,0.236242,0.242504,0.252191,0.273463,0.306686,0.343916,0.383337,0.428705,0.472942,0.51194,0.548765,0.581335,0.600554,0.608836,0.613533,0.615863,0.258574,0.280442,0.312776,0.350038,0.384199,0.450159,0.485835,0.524255,0.556865,0.581849,0.418732,0.419463,0.420195,0.421013,0.379603,0.400045,0.421305,0.442713,0.463209,0.304894,0.326385,0.3474,0.368964,0.348241,0.327117,0.472369,0.493254,0.514611,0.537162,0.515086,0.494189,0.336277,0.367768,0.402131,0.422759,0.445023,0.480015,0.514294,0.481726,0.447025,0.423124,0.400797,0.366911,0.347046,0.401783,0.422856,0.445422,0.503911,0.445504,0.4227,1
144,'2024/04/07 20:53:57:524',1,0.23805,0.243133,0.252438,0.27311,0.307173,0.346658,0.386945,0.430434,0.472785,0.509641,0.54457,0.577188,0.596282,0.605804,0.611126,0.612136,0.262371,0.28363,0.315337,0.351858,0.385485,0.450742,0.483921,0.521533,0.554555,0.580287,0.420071,0.420826,0.421662,0.422251,0.38274,0.402014,0.4227,0.443429,0.463126,0.309124,0.329927,0.349979,0.371226,0.350396,0.330281,0.471845,0.492616,0.512571,0.534006,0.513189,0.493214,0.337839,0.369352,0.402425,0.423755,0.445151,0.479145,0.512215,0.480462,0.447209,0.423917,0.400362,0.368534,0.348682,0.402026,0.423807,0.445683,0.502166,0.445523,0.42333,1
145,'2024/04/07 20:53:57:556',1,0.236948,0.242436,0.25184,0.272682,0.305532,0.343793,0.383262,0.428901,0.472716,0.511901,0.548023,0.580373,0.599964,0.608157,0.611357,0.611886,0.261731,0.283129,0.317121,0.355188,0.389732,0.452362,0.487476,0.525693,0.559277,0.582663,0.421812,0.422535,0.423463,0.424277,0.38347,0.403418,0.42513,0.446414,0.466352,0.307645,0.329003,0.349323,0.371804,0.349712,0.329732,0.474614,0.496425,0.516726,0.538579,0.517159,0.496946,0.338813,0.371789,0.405338,0.426145,0.447561,0.48142,0.515095,0.482688,0.449088,0.425865,0.403036,0.370712,0.349741,0.404816,0.426312,0.448124,0.504234,0.447583,0.4255,1
146,'2024/04/07 20:53:57:589',1,0.240677,0.247065,0.255927,0.275811,0.308427,0.345861,0.384959,0.430961,0.475629,0.513836,0.548787,0.579018,0.596508,0.604028,0.6091,0.610898,0.261434,0.283073,0.317618,0.356888,0.392111,0.451479,0.486864,0.525399,0.558857,0.58251,0.423988,0.4249,0.425931,0.426903,0.384419,0.404667,0.426009,0.446824,0.466752,0.30955,0.33104,0.350896,0.372634,0.352129,0.331636,0.473815,0.496287,0.515758,0.536306,0.515733,0.496177,0.339594,0.373415,0.40601,0.426294,0.448551,0.481714,0.514184,0.481741,0.449102,0.425247,0.403244,0.371665,0.350003,0.405285,0.426389,0.44872,0.50397,0.447928,0.42521,1
147,'2024/04/07 20:53:57:623',1,0.239093,0.244047,0.252823,0.272386,0.304035,0.341177,0.381496,0.428486,0.473104,0.511237,0.547112,0.579674,0.598596,0.607054,0.612429,0.615131,0.264216,0.285446,0.318019,0.355544,0.38967,0.452693,0.488366,0.527646,0.560738,0.584363,0.422897,0.4234,0.423938,0.424518,0.382667,0.40302,0.42423,0.445487,0.465909,0.309793,0.330399,0.351242,0.372312,0.351595,0.33057,0.474734,0.49564,0.516549,0.538063,0.516926,0.496444,0.337601,0.369715,0.404133,0.424738,0.447236,0.481763,0.516082,0.482699,0.447876,0.424302,0.402112,0.368979,0.347849,0.403588,0.424729,0.447293,0.505544,0.446798,0.424248,1
148,'2024/04/07 20:53:57:655',1,0.239787,0.245746,0.25403,0.273024,0.307193,0.347051,0.386011,0.431685,0.474072,0.512718,0.548673,0.580075,0.598869,0.607605,0.612705,0.615753,0.265031,0.287728,0.321299,0.359394,0.393514,0.45143,0.486586,0.525504,0.559005,0.582637,0.423161,0.423709,0.424441,0.425078,0.384103,0.404204,0.425098,0.445864,0.465152,0.309815,0.331323,0.35292,0.374291,0.353587,0.331595,0.473193,0.495148,0.51612,0.538305,0.517075,0.495974,0.339865,0.370189,0.40335,0.423637,0.445198,0.480055,0.513816,0.481577,0.446505,0.42356,0.401542,0.369154,0.350213,0.402994,0.42375,0.445582,0.503064,0.445388,0.423253,1
149,'2024/04/07 20:53:57:688',1,0.238092,0.245015,0.25453,0.274832,0.307777,0.346466,0.386733,0.4325,0.475239,0.51317,0.549197,0.580482,0.599157,0.608745,0.613679,0.615321,0.264088,0.28781,0.321636,0.35968,0.393669,0.451135,0.486726,0.525854,0.559083,0.583001,0.424078,0.424777,0.425644,0.426278,0.383705,0.404365,0.426877,0.447882,0.467983,0.310096,0.331228,0.35308,0.374318,0.353325,0.33116,0.47374,0.495905,0.516986,0.538673,0.517783,0.4968,0.339859,0.371759,0.4057,0.426062,0.447982,0.482292,0.515699,0.484566,0.450533,0.426725,0.404409,0.371773,0.350184,0.405477,0.426349,0.448661,0.504943,0.448631,0.425874,1
150,'2024/04/07 20:53:57:721',1,0.234697,0.241916,0.25187,0.272928,0.307393,0.34608,0.385967,0.431327,0.474252,0.513053,0.548763,0.580466,0.599632,0.60845,0.612745,0.614237,0.26208,0.285283,0.320277,0.359574,0.394499,0.448675,0.484723,0.524088,0.558719,0.581268,0.425001,0.425964,0.42694,0.427768,0.385472,0.406065,0.427774,0.44899,0.469162,0.308866,0.330542,0.352429,0.373374,0.352914,0.330557,0.474666,0.496339,0.517263,0.538902,0.517851,0.496796,0.339352,0.373307,0.407624,0.427778,0.449986,0.483677,0.517173,0.484902,0.451157,0.427093,0.404894,0.372048,0.350101,0.407037,0.427701,0.450116,0.505958,0.449747,0.426968,1
151,'2024/04/07 20:53:57:753',1,0.2378,0.244476,0.253617,0.272239,0.305284,0.345211,0.387536,0.434303,0.478475,0.517227,0.553448,0.583395,0.601561,0.610939,0.61478,0.615757,0.263663,0.287039,0.320345,0.359288,0.394423,0.452443,0.488297,0.526959,0.559889,0.584246,0.425089,0.426201,0.427533,0.428545,0.38741,0.407337,0.429012,0.449434,0.468834,0.310726,0.331207,0.352306,0.374146,0.353397,0.332108,0.475605,0.496703,0.517436,0.538954,0.517796,0.497436,0.341335,0.373824,0.40663,0.428343,0.451051,0.48406,0.516152,0.485624,0.453125,0.428958,0.405723,0.373422,0.351868,0.406251,0.428311,0.451265,0.505838,0.451664,0.428409,1
